symbol	alias	entrez
PFKM	PFKM	5213
PFKM	GSD7	5213
PFKM	PFK-1	5213
PFKM	PFK-A	5213
PFKM	PFK1	5213
PFKM	PFKA	5213
PFKM	PFKX	5213
PFKM	PPP1R122	5213
PFKP	PFKP	5214
PFKP	PFK-C	5214
PFKP	PFK-P	5214
PFKP	PFKF	5214
PFN1	PFN1	5216
PFN1	ALS18	5216
PFN2	PFN2	5217
PFN2	D3S1319E	5217
PFN2	PFL	5217
CDK14	CDK14	5218
CDK14	PFTAIRE1	5218
CDK14	PFTK1	5218
PGA5	PGA5	5222
PGA5	Pg5	5222
PGAM1	PGAM1	5223
PGAM1	HEL-S-35	5223
PGAM1	PGAMA	5223
PGAM2	PGAM2	5224
PGAM2	GSD10	5224
PGAM2	PGAM-M	5224
PGAM2	PGAMM	5224
PGC	PGC	5225
PGC	PEPC	5225
PGD	PGD	5226
PGD	6PGD	5226
PGF	PGF	5228
PGF	D12S1900L	5228
PGF	PLGF	5228
PGF	PlGF-2	5228
PGF	SHGC-10760	5228
PGGT1B	PGGT1B	5229
PGGT1B	BGGI	5229
PGGT1B	GGTI	5229
PGK1	PGK1	5230
PGK1	HEL-S-68p	5230
PGK1	MIG10	5230
PGK1	PGKA	5230
PGK2	PGK2	5232
PGK2	HEL-S-272	5232
PGK2	PGKB	5232
PGK2	PGKPS	5232
PGK2	dJ417L20.2	5232
PGM1	PGM1	5236
PGM1	CDG1T	5236
PGM1	GSD14	5236
PGM3	PGM3	5238
PGM3	AGM1	5238
PGM3	IMD23	5238
PGM3	PAGM	5238
PGM3	PGM 3	5238
PGM5	PGM5	5239
PGM5	PGMRP	5239
PGR	PGR	5241
PGR	NR3C3	5241
ABCB1	ABCB1	5243
ABCB1	ABC20	5243
ABCB1	CD243	5243
ABCB1	CLCS	5243
ABCB1	GP170	5243
ABCB1	P-GP	5243
ABCB1	PGY1	5243
ABCB4	ABCB4	5244
ABCB4	ABC21	5244
ABCB4	GBD1	5244
ABCB4	ICP3	5244
ABCB4	MDR2	5244
ABCB4	MDR2/3	5244
ABCB4	MDR3	5244
ABCB4	PFIC-3	5244
ABCB4	PGY3	5244
PHB	PHB	5245
PHB	HEL-215	5245
PHB	HEL-S-54e1	5245
SLC25A3	SLC25A3	5250
SLC25A3	OK/SW-cl.48	5250
SLC25A3	PHC	5250
PHEX	PHEX	5251
PHEX	HPDR	5251
PHEX	HPDR1	5251
PHEX	HYP	5251
PHEX	HYP1	5251
PHEX	LXHR	5251
PHEX	PEX	5251
PHEX	XLH	5251
PHF1	PHF1	5252
PHF1	MTF2L2	5252
PHF1	TDRD19C	5252
PHF1	hPHF1	5252
PHF2	PHF2	5253
PHF2	CENP-35	5253
PHF2	GRC5	5253
PHF2	JHDM1E	5253
PHF2	KDM7C	5253
PHKA1	PHKA1	5255
PHKA1	PHKA	5255
PHKA2	PHKA2	5256
PHKA2	GSD9A	5256
PHKA2	PHK	5256
PHKA2	PYK	5256
PHKA2	PYKL	5256
PHKA2	XLG	5256
PHKA2	XLG2	5256
PHKB	PHKB	5257
PHKG1	PHKG1	5260
PHKG1	PHKG	5260
PHKG2	PHKG2	5261
PHKG2	GSD9C	5261
PHYH	PHYH	5264
PHYH	LN1	5264
PHYH	LNAP1	5264
PHYH	PAHX1	5264
SERPINA1	SERPINA1	5265
SERPINA1	A1A	5265
SERPINA1	A1AT	5265
SERPINA1	AAT	5265
SERPINA1	PI1	5265
SERPINA1	PRO2275	5265
SERPINA1	alpha1AT	5265
SERPINA1	nNIF	5265
PI3	PI3	5266
PI3	ESI	5266
PI3	SKALP	5266
PI3	WAP3	5266
PI3	WFDC14	5266
PI3	cementoin	5266
SERPINA4	SERPINA4	5267
SERPINA4	KLST	5267
SERPINA4	KST	5267
SERPINA4	PI-4	5267
SERPINA4	PI4	5267
SERPINA4	kallistatin	5267
SERPINB5	SERPINB5	5268
SERPINB5	PI5	5268
SERPINB5	maspin	5268
SERPINB6	SERPINB6	5269
SERPINB6	DFNB91	5269
SERPINB6	MSTP057	5269
SERPINB6	PI-6	5269
SERPINB6	PI6	5269
SERPINB6	PTI	5269
SERPINB6	SPI3	5269
SERPINE2	SERPINE2	5270
SERPINE2	GDNPF	5270
SERPINE2	PI-7	5270
SERPINE2	PN-1	5270
SERPINE2	PNI	5270
SERPINB8	SERPINB8	5271
SERPINB8	PI-8	5271
SERPINB8	PI8	5271
SERPINB8	PSS5	5271
SERPINB9	SERPINB9	5272
SERPINB9	CAP-3	5272
SERPINB9	CAP3	5272
SERPINB9	PI-9	5272
SERPINB9	PI9	5272
SERPINB10	SERPINB10	5273
SERPINB10	PI-10	5273
SERPINB10	PI10	5273
SERPINI1	SERPINI1	5274
SERPINI1	PI12	5274
SERPINI1	neuroserpin	5274
SERPINB13	SERPINB13	5275
SERPINB13	HSHUR7SEQ	5275
SERPINB13	HUR7	5275
SERPINB13	PI13	5275
SERPINB13	headpin	5275
SERPINI2	SERPINI2	5276
SERPINI2	MEPI	5276
SERPINI2	PANCPIN	5276
SERPINI2	PI14	5276
SERPINI2	TSA2004	5276
PIGA	PIGA	5277
PIGA	GPI3	5277
PIGA	MCAHS2	5277
PIGA	PIG-A	5277
PIGA	PNH1	5277
PIGC	PIGC	5279
PIGC	GPI2	5279
PIGC	GPIBD16	5279
PIGC	MRT62	5279
PIGF	PIGF	5281
PIGH	PIGH	5283
PIGH	GPI-H	5283
PIGR	PIGR	5284
PIK3C2A	PIK3C2A	5286
PIK3C2A	CPK	5286
PIK3C2A	PI3-K-C2(ALPHA)	5286
PIK3C2A	PI3-K-C2A	5286
PIK3C2A	PI3K-C2-alpha	5286
PIK3C2A	PI3K-C2alpha	5286
PIK3C2B	PIK3C2B	5287
PIK3C2B	C2-PI3K	5287
PIK3C2G	PIK3C2G	5288
PIK3C2G	PI3K-C2-gamma	5288
PIK3C2G	PI3K-C2GAMMA	5288
PIK3C3	PIK3C3	5289
PIK3C3	VPS34	5289
PIK3C3	Vps34	5289
PIK3C3	hVps34	5289
PIK3CA	PIK3CA	5290
PIK3CA	CLOVE	5290
PIK3CA	CWS5	5290
PIK3CA	MCMTC	5290
PIK3CA	PI3K-alpha	5290
PIK3CA	p110-alpha	5290
PIK3CB	PIK3CB	5291
PIK3CB	P110BETA	5291
PIK3CB	PI3KBETA	5291
PIK3CB	PIK3C1	5291
PIM1	PIM1	5292
PIM1	PIM	5292
PIK3CD	PIK3CD	5293
PIK3CD	APDS	5293
PIK3CD	IMD14	5293
PIK3CD	P110DELTA	5293
PIK3CD	p110D	5293
PIK3CG	PIK3CG	5294
PIK3CG	PI3CG	5294
PIK3CG	PI3Kgamma	5294
PIK3CG	PIK3	5294
PIK3CG	p110gamma	5294
PIK3CG	p120-PI3K	5294
PIK3R1	PIK3R1	5295
PIK3R1	AGM7	5295
PIK3R1	GRB1	5295
PIK3R1	IMD36	5295
PIK3R1	p85-ALPHA	5295
PIK3R2	PIK3R2	5296
PIK3R2	MPPH1	5296
PIK3R2	P85B	5296
PIK3R2	p85-BETA	5296
PI4KA	PI4KA	5297
PI4KA	PI4K-ALPHA	5297
PI4KA	PIK4CA	5297
PI4KA	PMGYCHA	5297
PI4KA	pi4K230	5297
PI4KB	PI4KB	5298
PI4KB	NPIK	5298
PI4KB	PI4K-BETA	5298
PI4KB	PI4K92ETA	5298
PI4KB	PI4KIIIBETA	5298
PI4KB	PIK4CB	5298
PIN1	PIN1	5300
PIN1	DOD	5300
PIN4	PIN4	5303
PIN4	EPVH	5303
PIN4	PAR14	5303
PIN4	PAR17	5303
PIP	PIP	5304
PIP	GCDFP-15	5304
PIP	GCDFP15	5304
PIP	GPIP4	5304
PIP4K2A	PIP4K2A	5305
PIP4K2A	PI5P4KA	5305
PIP4K2A	PIP5K2A	5305
PIP4K2A	PIP5KII-alpha	5305
PIP4K2A	PIP5KIIA	5305
PIP4K2A	PIPK	5305
PITPNA	PITPNA	5306
PITPNA	HEL-S-36	5306
PITPNA	PI-TPalpha	5306
PITPNA	PITPN	5306
PITPNA	VIB1A	5306
PITX1	PITX1	5307
PITX1	BFT	5307
PITX1	CCF	5307
PITX1	LBNBG	5307
PITX1	POTX	5307
PITX2	PITX2	5308
PITX2	ASGD4	5308
PITX2	Brx1	5308
PITX2	IDG2	5308
PITX2	IGDS	5308
PITX2	IGDS2	5308
PITX2	IHG2	5308
PITX2	IRID2	5308
PITX2	Otlx2	5308
PITX2	RGS	5308
PITX2	RIEG	5308
PITX2	RIEG1	5308
PITX3	PITX3	5309
PITX3	ASGD1	5309
PITX3	ASMD	5309
PITX3	ASOD	5309
PITX3	CTPP4	5309
PITX3	CTRCT11	5309
PKD1	PKD1	5310
PKD1	Pc-1	5310
PKD1	TRPP1	5310
PKD2	PKD2	5311
PKD2	APKD2	5311
PKD2	Pc-2	5311
PKD2	TRPP2	5311
PKLR	PKLR	5313
PKLR	PKRL	5313
PKLR	RPK	5313
PKHD1	PKHD1	5314
PKHD1	ARPKD	5314
PKHD1	FCYT	5314
PKHD1	FPC	5314
PKHD1	TIGM1	5314
PKM	PKM	5315
PKM	CTHBP	5315
PKM	HEL-S-30	5315
PKM	OIP3	5315
PKM	PK32	5315
PKM	TCB	5315
PKM	THBP1	5315
PKNOX1	PKNOX1	5316
PKNOX1	PREP1	5316
PKNOX1	pkonx1c	5316
PKP1	PKP1	5317
PKP1	B6P	5317
PKP2	PKP2	5318
PKP2	ARVD9	5318
PLA2G1B	PLA2G1B	5319
PLA2G1B	PLA2A	5319
PLA2G1B	PPLA2	5319
PLA2G2A	PLA2G2A	5320
PLA2G2A	MOM1	5320
PLA2G2A	PLA2B	5320
PLA2G2A	PLA2S	5320
PLA2G2A	PLAS1	5320
PLA2G2A	sPLA2	5320
PLA2G4A	PLA2G4A	5321
PLA2G4A	PLA2G4	5321
PLA2G4A	cPLA2-alpha	5321
PLA2G5	PLA2G5	5322
PLA2G5	FRFB	5322
PLA2G5	GV-PLA2	5322
PLA2G5	PLA2-10	5322
PLA2G5	hVPLA(2)	5322
PLAG1	PLAG1	5324
PLAG1	SGPA	5324
PLAG1	ZNF912	5324
PLAGL1	PLAGL1	5325
PLAGL1	LOT1	5325
PLAGL2	PLAGL2	5326
PLAGL2	ZNF900	5326
PLAT	PLAT	5327
PLAT	T-PA	5327
PLAT	TPA	5327
PLAU	PLAU	5328
PLAU	BDPLT5	5328
PLAU	QPD	5328
PLAU	URK	5328
PLAU	u-PA	5328
PLAUR	PLAUR	5329
PLAUR	CD87	5329
PLAUR	U-PAR	5329
PLAUR	UPAR	5329
PLAUR	URKR	5329
PLCB2	PLCB2	5330
PLCB2	PLC-beta-2	5330
PLCB3	PLCB3	5331
PLCB4	PLCB4	5332
PLCB4	ARCND2	5332
PLCD1	PLCD1	5333
PLCD1	NDNC3	5333
PLCD1	PLC-III	5333
PLCL1	PLCL1	5334
PLCL1	PLCL	5334
PLCL1	PLDL1	5334
PLCL1	PPP1R127	5334
PLCG1	PLCG1	5335
PLCG1	NCKAP3	5335
PLCG1	PLC-II	5335
PLCG1	PLC1	5335
PLCG1	PLC148	5335
PLCG1	PLCgamma1	5335
PLCG2	PLCG2	5336
PLCG2	APLAID	5336
PLCG2	FCAS3	5336
PLCG2	PLC-IV	5336
PLCG2	PLC-gamma-2	5336
PLD1	PLD1	5337
PLD1	CVDD	5337
PLD2	PLD2	5338
PLD2	PLD1C	5338
PLEC	PLEC	5339
PLEC	EBS1	5339
PLEC	EBSMD	5339
PLEC	EBSND	5339
PLEC	EBSO	5339
PLEC	EBSOG	5339
PLEC	EBSPA	5339
PLEC	LGMD2Q	5339
PLEC	PLEC1b	5339
PLEC	PLTN	5339
PLG	PLG	5340
PLEK	PLEK	5341
PLGLB2	PLGLB2	5342
PLGLB2	PLGLA	5342
PLGLB2	PLGLA1	5342
PLGLB2	PLGP2	5342
PLGLB2	PRGA	5342
PLGLB1	PLGLB1	5343
PLGLB1	PLGL	5343
PLGLB1	PRGB	5343
PLGLB1	PRP-B	5343
SERPINF2	SERPINF2	5345
SERPINF2	A2AP	5345
SERPINF2	AAP	5345
SERPINF2	ALPHA-2-PI	5345
SERPINF2	API	5345
SERPINF2	PLI	5345
PLIN1	PLIN1	5346
PLIN1	FPLD4	5346
PLIN1	PERI	5346
PLIN1	PLIN	5346
PLK1	PLK1	5347
PLK1	PLK	5347
PLK1	STPK13	5347
FXYD1	FXYD1	5348
FXYD1	PLM	5348
FXYD3	FXYD3	5349
FXYD3	MAT8	5349
FXYD3	PLML	5349
PLN	PLN	5350
PLN	CMD1P	5350
PLN	CMH18	5350
PLOD1	PLOD1	5351
PLOD1	EDS6	5351
PLOD1	EDSKCL1	5351
PLOD1	LH	5351
PLOD1	LH1	5351
PLOD1	LLH	5351
PLOD1	PLOD	5351
PLOD2	PLOD2	5352
PLOD2	BRKS2	5352
PLOD2	TLH	5352
PLP1	PLP1	5354
PLP1	GPM6C	5354
PLP1	HLD1	5354
PLP1	MMPL	5354
PLP1	PLP/DM20	5354
PLP1	PMD	5354
PLP1	SPG2	5354
PLP2	PLP2	5355
PLP2	A4LSB	5355
PLRG1	PLRG1	5356
PLRG1	Cwc1	5356
PLRG1	PRP46	5356
PLRG1	PRPF46	5356
PLRG1	TANGO4	5356
PLS1	PLS1	5357
PLS3	PLS3	5358
PLS3	BMND18	5358
PLS3	T-plastin	5358
PLSCR1	PLSCR1	5359
PLSCR1	MMTRA1B	5359
PLTP	PLTP	5360
PLTP	BPIFE	5360
PLTP	HDLCQ9	5360
PLXNA1	PLXNA1	5361
PLXNA1	NOVP	5361
PLXNA1	PLEXIN-A1	5361
PLXNA1	PLXN1	5361
PLXNA2	PLXNA2	5362
PLXNA2	OCT	5362
PLXNA2	PLXN2	5362
PLXNB1	PLXNB1	5364
PLXNB1	PLEXIN-B1	5364
PLXNB1	PLXN5	5364
PLXNB3	PLXNB3	5365
PLXNB3	PLEXB3	5365
PLXNB3	PLEXR	5365
PLXNB3	PLXN6	5365
PMAIP1	PMAIP1	5366
PMAIP1	NOXA	5366
PMCH	PMCH	5367
PMCH	MCH	5367
PMCH	ppMCH	5367
PNOC	PNOC	5368
PNOC	N/OFQ	5368
PNOC	OFQ	5368
PNOC	PPNOC	5368
PNOC	ppN/OFQ	5368
PML	PML	5371
PML	MYL	5371
PML	PP8675	5371
PML	RNF71	5371
PML	TRIM19	5371
PMM1	PMM1	5372
PMM1	Sec53	5372
PMM2	PMM2	5373
PMM2	CDG1	5373
PMM2	CDG1a	5373
PMM2	CDGS	5373
PMM2	PMM 2	5373
PMP2	PMP2	5375
PMP2	FABP8	5375
PMP2	MP2	5375
PMP22	PMP22	5376
PMP22	CIDP	5376
PMP22	CMT1A	5376
PMP22	CMT1E	5376
PMP22	GAS-3	5376
PMP22	GAS3	5376
PMP22	HMSNIA	5376
PMP22	HNPP	5376
PMP22	Sp110	5376
PMS1	PMS1	5378
PMS1	HNPCC3	5378
PMS1	MLH2	5378
PMS1	PMSL1	5378
PMS1	hPMS1	5378
EXOSC9	EXOSC9	5393
EXOSC9	PM/Scl-75	5393
EXOSC9	PMSCL1	5393
EXOSC9	RRP45	5393
EXOSC9	Rrp45p	5393
EXOSC9	p5	5393
EXOSC10	EXOSC10	5394
EXOSC10	PM-Scl	5394
EXOSC10	PM/Scl-100	5394
EXOSC10	PMSCL	5394
EXOSC10	PMSCL2	5394
EXOSC10	RRP6	5394
EXOSC10	Rrp6p	5394
EXOSC10	p2	5394
EXOSC10	p3	5394
EXOSC10	p4	5394
PMS2	PMS2	5395
PMS2	HNPCC4	5395
PMS2	MLH4CL	5395
PMS2	PMSL2	5395
PRRX1	PRRX1	5396
PRRX1	AGOTC	5396
PRRX1	PHOX1	5396
PRRX1	PMX1	5396
PRRX1	PRX-1	5396
PNLIP	PNLIP	5406
PNLIP	PTL	5406
PNLIPRP1	PNLIPRP1	5407
PNLIPRP1	PLRP1	5407
PNLIPRP2	PNLIPRP2	5408
PNLIPRP2	PLRP2	5408
PNMT	PNMT	5409
PNMT	PENTase	5409
PNN	PNN	5411
PNN	DRSP	5411
PNN	SDK3	5411
PNN	memA	5411
UBL3	UBL3	5412
UBL3	HCG-1	5412
UBL3	PNSC1	5412
SEPT5	SEPT5	5413
SEPT5	CDCREL	5413
SEPT5	CDCREL-1	5413
SEPT5	CDCREL1	5413
SEPT5	HCDCREL-1	5413
SEPT5	PNUTL1	5413
SEPT4	SEPT4	5414
SEPT4	BRADEION	5414
SEPT4	CE5B3	5414
SEPT4	MART	5414
SEPT4	PNUTL2	5414
SEPT4	SEP4	5414
SEPT4	hCDCREL-2	5414
SEPT4	hucep-7	5414
PODXL	PODXL	5420
PODXL	Gp200	5420
PODXL	PCLP	5420
PODXL	PCLP-1	5420
POLA1	POLA1	5422
POLA1	NSX	5422
POLA1	POLA	5422
POLB	POLB	5423
POLD1	POLD1	5424
POLD1	CRCS10	5424
POLD1	MDPL	5424
POLD1	POLD	5424
POLD2	POLD2	5425
POLE	POLE	5426
POLE	CRCS12	5426
POLE	FILS1	5426
POLE2	POLE2	5427
POLE2	DPE2	5427
POLG	POLG	5428
POLG	MDP1	5428
POLG	MIRAS	5428
POLG	MTDPS4A	5428
POLG	MTDPS4B	5428
POLG	POLGA	5428
POLG	SCAE	5428
POLH	POLH	5429
POLH	RAD30	5429
POLH	RAD30A	5429
POLH	XP-V	5429
POLH	XPV	5429
POLR2A	POLR2A	5430
POLR2A	POLR2	5430
POLR2A	POLRA	5430
POLR2A	RPB1	5430
POLR2A	RPBh1	5430
POLR2A	RPO2	5430
POLR2A	RPOL2	5430
POLR2A	RpIILS	5430
POLR2A	hRPB220	5430
POLR2A	hsRPB1	5430
POLR2B	POLR2B	5431
POLR2B	POL2RB	5431
POLR2B	RPB2	5431
POLR2B	hRPB140	5431
POLR2C	POLR2C	5432
POLR2C	RPB3	5432
POLR2C	RPB31	5432
POLR2C	hRPB33	5432
POLR2C	hsRPB3	5432
POLR2D	POLR2D	5433
POLR2D	HSRBP4	5433
POLR2D	HSRPB4	5433
POLR2D	RPB16	5433
POLR2E	POLR2E	5434
POLR2E	RPABC1	5434
POLR2E	RPB5	5434
POLR2E	hRPB25	5434
POLR2E	hsRPB5	5434
POLR2F	POLR2F	5435
POLR2F	HRBP14.4	5435
POLR2F	POLRF	5435
POLR2F	RPABC14.4	5435
POLR2F	RPABC2	5435
POLR2F	RPB14.4	5435
POLR2F	RPB6	5435
POLR2F	RPC15	5435
POLR2G	POLR2G	5436
POLR2G	RPB19	5436
POLR2G	RPB7	5436
POLR2G	hRPB19	5436
POLR2G	hsRPB7	5436
POLR2H	POLR2H	5437
POLR2H	RPABC3	5437
POLR2H	RPB17	5437
POLR2H	RPB8	5437
POLR2I	POLR2I	5438
POLR2I	RPB9	5438
POLR2I	hRPB14.5	5438
POLR2J	POLR2J	5439
POLR2J	POLR2J1	5439
POLR2J	RPB11	5439
POLR2J	RPB11A	5439
POLR2J	RPB11m	5439
POLR2J	hRPB14	5439
POLR2K	POLR2K	5440
POLR2K	ABC10-alpha	5440
POLR2K	RPABC4	5440
POLR2K	RPB10alpha	5440
POLR2K	RPB12	5440
POLR2K	RPB7.0	5440
POLR2K	hRPB7.0	5440
POLR2K	hsRPB10a	5440
POLR2L	POLR2L	5441
POLR2L	RBP10	5441
POLR2L	RPABC5	5441
POLR2L	RPB10	5441
POLR2L	RPB10beta	5441
POLR2L	RPB7.6	5441
POLR2L	hRPB7.6	5441
POLRMT	POLRMT	5442
POLRMT	APOLMT	5442
POLRMT	MTRNAP	5442
POLRMT	MTRPOL	5442
POLRMT	h-mtRPOL	5442
POMC	POMC	5443
POMC	ACTH	5443
POMC	NPP	5443
POMC	POC	5443
PON1	PON1	5444
PON1	MVCD5	5444
PON1	PON	5444
PON2	PON2	5445
PON3	PON3	5446
POR	POR	5447
POR	CPR	5447
POR	CYPOR	5447
POR	P450R	5447
POU1F1	POU1F1	5449
POU1F1	CPHD1	5449
POU1F1	GHF-1	5449
POU1F1	PIT1a	5449
POU1F1	Pit-1	5449
POU2AF1	POU2AF1	5450
POU2AF1	BOB1	5450
POU2AF1	OBF-1	5450
POU2AF1	OBF1	5450
POU2AF1	OCAB	5450
POU2F1	POU2F1	5451
POU2F1	OTF1	5451
POU2F1	oct-1B	5451
POU2F2	POU2F2	5452
POU2F2	OTF2	5452
POU2F2	Oct-2	5452
POU3F1	POU3F1	5453
POU3F1	OTF6	5453
POU3F1	SCIP	5453
POU3F2	POU3F2	5454
POU3F2	BRN2	5454
POU3F2	N-Oct3	5454
POU3F2	OCT7	5454
POU3F2	OTF-7	5454
POU3F2	OTF7	5454
POU3F2	POUF3	5454
POU3F2	brn-2	5454
POU3F2	oct-7	5454
POU3F3	POU3F3	5455
POU3F3	BRN1	5455
POU3F3	OTF8	5455
POU3F3	brain-1	5455
POU3F3	oct-8	5455
POU3F4	POU3F4	5456
POU3F4	BRAIN-4	5456
POU3F4	BRN-4	5456
POU3F4	BRN4	5456
POU3F4	DFN3	5456
POU3F4	DFNX2	5456
POU3F4	OCT-9	5456
POU3F4	OTF-9	5456
POU3F4	OTF9	5456
POU4F1	POU4F1	5457
POU4F1	BRN3A	5457
POU4F1	Oct-T1	5457
POU4F1	brn-3A	5457
POU4F2	POU4F2	5458
POU4F2	BRN3.2	5458
POU4F2	BRN3B	5458
POU4F2	Brn-3b	5458
POU4F3	POU4F3	5459
POU4F3	BRN3C	5459
POU4F3	DFNA15	5459
POU4F3	DFNA42	5459
POU4F3	DFNA52	5459
POU5F1	POU5F1	5460
POU5F1	OCT4	5460
POU5F1	OTF-3	5460
POU5F1	OTF3	5460
POU5F1	OTF4	5460
POU5F1	Oct-3	5460
POU5F1	Oct-4	5460
POU5F1B	POU5F1B	5462
POU5F1B	OCT4-PG1	5462
POU5F1B	OCT4PG1	5462
POU5F1B	OTF3C	5462
POU5F1B	OTF3P1	5462
POU5F1B	POU5F1P1	5462
POU5F1B	POU5F1P4	5462
POU5F1B	POU5FLC20	5462
POU5F1B	POU5FLC8	5462
POU6F1	POU6F1	5463
POU6F1	BRN5	5463
POU6F1	MPOU	5463
POU6F1	TCFB1	5463
PPA1	PPA1	5464
PPA1	HEL-S-66p	5464
PPA1	IOPPP	5464
PPA1	SID6-8061	5464
PPARA	PPARA	5465
PPARA	NR1C1	5465
PPARA	PPAR	5465
PPARA	PPARalpha	5465
PPARA	hPPAR	5465
PPARD	PPARD	5467
PPARD	FAAR	5467
PPARD	NR1C2	5467
PPARD	NUC1	5467
PPARD	NUCI	5467
PPARD	NUCII	5467
PPARD	PPARB	5467
PPARG	PPARG	5468
PPARG	CIMT1	5468
PPARG	GLM1	5468
PPARG	NR1C31	5468
PPARG	PPARG2	5468
PPARG	PPARgamma	5468
MED1	MED1	5469
MED1	CRSP1	5469
MED1	CRSP200	5469
MED1	DRIP205	5469
MED1	DRIP230	5469
MED1	PPARBP	5469
MED1	PPARGBP	5469
MED1	RB18A	5469
MED1	TRAP220	5469
MED1	TRIP2	5469
PPEF2	PPEF2	5470
PPEF2	PPP7CB	5470
PPAT	PPAT	5471
PPAT	ATASE	5471
PPAT	PRAT	5471
PPBP	PPBP	5473
PPBP	B-TG1	5473
PPBP	Beta-TG	5473
PPBP	CTAP-III	5473
PPBP	CTAP3	5473
PPBP	CTAPIII	5473
PPBP	CXCL7	5473
PPBP	LA-PF4	5473
PPBP	LDGF	5473
PPBP	MDGF	5473
PPBP	NAP-2	5473
PPBP	SCYB7	5473
PPBP	TGB	5473
PPBP	TGB1	5473
PPBP	THBGB	5473
PPBP	THBGB1	5473
PPEF1	PPEF1	5475
PPEF1	PP7	5475
PPEF1	PPEF	5475
PPEF1	PPP7C	5475
PPEF1	PPP7CA	5475
CTSA	CTSA	5476
CTSA	GLB2	5476
CTSA	GSL	5476
CTSA	NGBE	5476
CTSA	PPCA	5476
CTSA	PPGB	5476
PPIA	PPIA	5478
PPIA	CYPA	5478
PPIA	HEL-S-69p	5478
PPIB	PPIB	5479
PPIB	B	5479
PPIB	CYP-S1	5479
PPIB	CYPB	5479
PPIB	HEL-S-39	5479
PPIB	OI9	5479
PPIB	SCYLP	5479
PPIC	PPIC	5480
PPIC	CYPC	5480
PPID	PPID	5481
PPID	CYP-40	5481
PPID	CYPD	5481
PPL	PPL	5493
PPM1A	PPM1A	5494
PPM1A	PP2C-ALPHA	5494
PPM1B	PPM1B	5495
PPM1B	PP2C-beta	5495
PPM1B	PP2C-beta-X	5495
PPM1B	PP2CBETA	5495
PPM1B	PPC2BETAX	5495
PPM1G	PPM1G	5496
PPM1G	PP2CG	5496
PPM1G	PP2CGAMMA	5496
PPM1G	PPP2CG	5496
PPOX	PPOX	5498
PPOX	PPO	5498
PPOX	V290M	5498
PPP1CA	PPP1CA	5499
PPP1CA	PP-1A	5499
PPP1CA	PP1A	5499
PPP1CA	PP1alpha	5499
PPP1CA	PPP1A	5499
PPP1CB	PPP1CB	5500
PPP1CB	HEL-S-80p	5500
PPP1CB	NSLH2	5500
PPP1CB	PP-1B	5500
PPP1CB	PP1B	5500
PPP1CB	PP1beta	5500
PPP1CB	PPP1CD	5500
PPP1CC	PPP1CC	5501
PPP1CC	PP-1G	5501
PPP1CC	PP1C	5501
PPP1CC	PPP1G	5501
PPP1R1A	PPP1R1A	5502
PPP1R2	PPP1R2	5504
PPP1R2	IPP-2	5504
PPP1R2	IPP2A	5504
PPP1R3A	PPP1R3A	5506
PPP1R3A	GM	5506
PPP1R3A	PP1G	5506
PPP1R3A	PPP1R3	5506
PPP1R3C	PPP1R3C	5507
PPP1R3C	PPP1R5	5507
PPP1R3D	PPP1R3D	5509
PPP1R7	PPP1R7	5510
PPP1R7	SDS22	5510
PPP1R8	PPP1R8	5511
PPP1R8	ARD-1	5511
PPP1R8	NIPP-1	5511
PPP1R8	NIPP1	5511
PPP1R8	PRO2047	5511
PPP1R10	PPP1R10	5514
PPP1R10	CAT53	5514
PPP1R10	FB19	5514
PPP1R10	PNUTS	5514
PPP1R10	PP1R10	5514
PPP1R10	R111	5514
PPP1R10	p99	5514
PPP2CA	PPP2CA	5515
PPP2CA	PP2Ac	5515
PPP2CA	RP-C	5515
PPP2CB	PPP2CB	5516
PPP2CB	PP2Abeta	5516
PPP2R1A	PPP2R1A	5518
PPP2R1A	MRD36	5518
PPP2R1A	PP2A-Aalpha	5518
PPP2R1A	PP2AA	5518
PPP2R1A	PP2AAALPHA	5518
PPP2R1A	PR65A	5518
PPP2R1B	PPP2R1B	5519
PPP2R1B	PP2A-Abeta	5519
PPP2R1B	PR65B	5519
PPP2R2A	PPP2R2A	5520
PPP2R2A	B55A	5520
PPP2R2A	B55ALPHA	5520
PPP2R2A	PR52A	5520
PPP2R2A	PR55A	5520
PPP2R2A	PR55alpha	5520
PPP2R2B	PPP2R2B	5521
PPP2R2B	B55BETA	5521
PPP2R2B	PP2AB55BETA	5521
PPP2R2B	PP2ABBETA	5521
PPP2R2B	PP2APR55B	5521
PPP2R2B	PP2APR55BETA	5521
PPP2R2B	PR2AB55BETA	5521
PPP2R2B	PR2ABBETA	5521
PPP2R2B	PR2APR55BETA	5521
PPP2R2B	PR52B	5521
PPP2R2B	PR55-BETA	5521
PPP2R2B	PR55BETA	5521
PPP2R2B	SCA12	5521
PPP2R2C	PPP2R2C	5522
PPP2R2C	B55-GAMMA	5522
PPP2R2C	B55gamma	5522
PPP2R2C	IMYPNO	5522
PPP2R2C	IMYPNO1	5522
PPP2R2C	PR52	5522
PPP2R2C	PR55G	5522
PPP2R3A	PPP2R3A	5523
PPP2R3A	PPP2R3	5523
PPP2R3A	PR130	5523
PPP2R3A	PR72	5523
PTPA	PTPA	5524
PTPA	PP2A	5524
PTPA	PPP2R4	5524
PTPA	PR53	5524
PPP2R5A	PPP2R5A	5525
